Program Kodu,Üniversite İsmi,Program İsmi,Başarı Sırası,Başarı Puanı
105310082,İNÖNÜ ÜNİVERSİTESİ (MALATYA),"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",90.821,363.57974
105590136,İSTANBUL TEKNİK ÜNİVERSİTESİ,"GEMİ İNŞAATI VE DENİZ BİLİMLERİ FAKÜLTESİ
Gemi İnşaatı ve Gemi Makineleri Mühendisliği (İngilizce) (UOLP-Strathclyde) (Ücretli)
(4 Yıllık)",90.900,406.65893
202590239,İSTANBUL BİLGİ ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Turizm İşletmeciliği (İngilizce) (Burslu)
(4 Yıllık)",91.036,363.48679
300590658,YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA),"ECZACILIK FAKÜLTESİ
Eczacılık (İngilizce) (%50 İndirimli)
(5 Yıllık)",91.082,406.49237
104110112,GAZİ ÜNİVERSİTESİ (ANKARA),"FEN FAKÜLTESİ
İstatistik
(4 Yıllık)",91.096,406.47906
206011007,YAŞAR ÜNİVERSİTESİ (İZMİR),"UYGULAMALI BİLİMLER YÜKSEKOKULU
Turizm Rehberliği (İngilizce) (%50 İndirimli)
(4 Yıllık)",91.156,256.05253
110410258,ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,"BİLGİSAYAR VE BİLİŞİM FAKÜLTESİ
Yapay Zeka Mühendisliği (İngilizce)
(4 Yıllık)",91.204,406.39872
203211354,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği (%25 İndirimli)
(4 Yıllık)",91.204,335.89255
107610055,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",91.237,363.38951
108810377,SAKARYA ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği
(4 Yıllık)",91.278,406.33384
201490098,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Yazılım Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",91.344,406.27928
208450847,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Yazılım Mühendisliği (Burslu)
(4 Yıllık)",91.445,406.18406
100110072,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",91.480,363.29077
207250092,MEF ÜNİVERSİTESİ (İSTANBUL),"SANAT, TASARIM VE MİMARLIK FAKÜLTESİ
Dijital Oyun Tasarımı (İngilizce) (Burslu)
(4 Yıllık)",91.502,406.13649
203490174,İSTANBUL TİCARET ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (Burslu)
(4 Yıllık)",91.577,363.25782
209000150,FENERBAHÇE ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Endüstri Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",91.651,406.00655
201200213,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (İngilizce) (Burslu)
(4 Yıllık)",91.787,363.16727
103110018,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"BUCA EĞİTİM FAKÜLTESİ
Almanca Öğretmenliği
(4 Yıllık)",91.942,254.71219
209410075,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",91.945,405.75376
103090289,DİCLE ÜNİVERSİTESİ (DİYARBAKIR),"SEZAİ KARAKOÇ EDEBİYAT FAKÜLTESİ
Arap Dili ve Edebiyatı
(4 Yıllık)",91.967,254.65333
107090452,NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA),"HAVACILIK VE UZAY BİLİMLERİ FAKÜLTESİ
Havacılık ve Uzay Mühendisliği
(4 Yıllık)",92.139,405.58898
201610699,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği (Burslu)
(4 Yıllık)",92.172,362.99994
210100213,ALANYA ÜNİVERSİTESİ (ANTALYA),"SANAT VE TASARIM FAKÜLTESİ
İletişim ve Tasarımı (İngilizce) (Burslu)
(4 Yıllık)",92.227,335.53111
204790566,İSTANBUL OKAN ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Yazılım Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",92.247,405.49606
106910716,KOCAELİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Görsel İletişim Tasarımı
(4 Yıllık)",92.273,335.51731
203110856,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Mimarlık (İngilizce) (Burslu)
(4 Yıllık)",92.312,405.44063
209410030,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,"ECZACILIK FAKÜLTESİ
Eczacılık (%50 İndirimli)
(5 Yıllık)",92.368,405.39783
111790402,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,"İLAHİYAT FAKÜLTESİ
İlahiyat
(4 Yıllık)",92.399,335.46599
206190610,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ
Yazılım Geliştirme (İngilizce) (Burslu)
(4 Yıllık)",92.405,405.35926
112110123,TRABZON ÜNİVERSİTESİ,"FATİH EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",92.516,362.84885
210302362,İSTANBUL BEYKENT ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Psikoloji (İngilizce) (Burslu)
(4 Yıllık)",92.588,362.81063
104111313,GAZİ ÜNİVERSİTESİ (ANKARA),"TEKNOLOJİ FAKÜLTESİ
Otomotiv Mühendisliği
(4 Yıllık)",92.601,405.20679
107690288,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi
(4 Yıllık)",92.605,405.20318
200851599,BEYKOZ ÜNİVERSİTESİ (İSTANBUL),"SANAT VE TASARIM FAKÜLTESİ
İletişim ve Tasarımı (Burslu)
(4 Yıllık)",92.853,335.31791
110670135,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ (BALIKESİR),"DENİZCİLİK FAKÜLTESİ
Gemi İnşaatı ve Gemi Makineleri Mühendisliği
(4 Yıllık)",92.896,404.96903
202990260,ALTINBAŞ ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE MİMARLIK FAKÜLTESİ
Makine Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",92.919,404.95312
104110651,GAZİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
İnşaat Mühendisliği
(4 Yıllık)",92.945,404.93634
110110067,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),"FEN-EDEBİYAT FAKÜLTESİ
Fizik
(4 Yıllık)",92.948,404.93563
206710479,TED ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (Ücretli)
(4 Yıllık)",92.969,253.01166
110670125,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ (BALIKESİR),"ÖMER SEYFETTİN UYGULAMALI BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri
(4 Yıllık)",93.010,362.64122
103410272,EGE ÜNİVERSİTESİ (İZMİR),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Uluslararası İlişkiler
(4 Yıllık)",93.067,362.61416
208451050,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"ECZACILIK FAKÜLTESİ
Eczacılık (İngilizce) (%50 İndirimli)
(5 Yıllık)",93.087,404.81433
107210129,MARMARA ÜNİVERSİTESİ (İSTANBUL),"ATATÜRK EĞİTİM FAKÜLTESİ
Matematik Öğretmenliği
(4 Yıllık)",93.115,404.78865
205410123,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (Ücretli)
(4 Yıllık)",93.136,404.76829
108110048,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Türkçe Öğretmenliği
(4 Yıllık)",93.193,335.1923
208450765,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Ekonomi (İngilizce) (Burslu)
(4 Yıllık)",93.206,362.56334
300190316,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği (%50 İndirimli)
(4 Yıllık)",93.275,335.16598
209310166,İSTANBUL ATLAS ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",93.312,404.62015
102590531,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Elektrik-Elektronik Mühendisliği
(4 Yıllık)",93.314,404.61903
104810362,HACETTEPE ÜNİVERSİTESİ (ANKARA),"FEN FAKÜLTESİ
Kimya
(4 Yıllık)",93.326,404.60559
208410414,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi (Burslu)
(4 Yıllık)",93.372,404.56793
105490103,İSTANBUL MEDENİYET ÜNİVERSİTESİ,"SİYASAL BİLGİLER FAKÜLTESİ
İktisat (İngilizce)
(4 Yıllık)",93.389,362.47951
103810595,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik
(4 Yıllık)",93.442,404.51279
206090362,YAŞAR ÜNİVERSİTESİ (İZMİR),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (%25 İndirimli)
(4 Yıllık)",93.456,252.21091
101111367,ANKARA ÜNİVERSİTESİ,"FEN FAKÜLTESİ
Matematik (İngilizce)
(4 Yıllık)",93.463,404.48596
205110083,SABANCI ÜNİVERSİTESİ (İSTANBUL),"SANAT VE SOSYAL BİLİMLER FAKÜLTESİ
Sanat ve Sosyal Bilimler Programları (İngilizce) (%50 İndirimli)
(4 Yıllık)",93.592,362.39281
111611192,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,"FLORENCE NİGHTİNGALE HEMŞİRELİK FAKÜLTESİ
Hemşirelik
(4 Yıllık)",93.598,404.36348
205410292,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İktisat (%50 İndirimli)
(4 Yıllık)",93.678,362.35019
109290445,SÜLEYMAN DEMİREL ÜNİVERSİTESİ (ISPARTA),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Psikoloji
(4 Yıllık)",93.722,362.33155
203190080,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ
Havacılık Yönetimi (Burslu)
(4 Yıllık)",93.770,362.30865
203110883,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Mimarlık (Burslu)
(4 Yıllık)",93.778,404.20748
107190030,MARDİN ARTUKLU ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",93.860,334.95552
201200367,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Makine Mühendisliği (Burslu)
(4 Yıllık)",93.900,404.11055
104810265,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
İlköğretim Matematik Öğretmenliği
(4 Yıllık)",93.933,404.07889
200510949,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Hemşirelik (Burslu)
(4 Yıllık)",93.965,404.04771
201190097,ÇANKAYA ÜNİVERSİTESİ (ANKARA),"FEN-EDEBİYAT FAKÜLTESİ
Bilgisayar Bilimleri (İngilizce) (Burslu)
(4 Yıllık)",93.989,404.02821
103490505,EGE ÜNİVERSİTESİ (İZMİR),"MÜHENDİSLİK FAKÜLTESİ
İnşaat Mühendisliği (İngilizce)
(4 Yıllık)",93.997,404.02362
107390329,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",94.003,334.90154
209610029,İZMİR TINAZTEPE ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi (Burslu)
(4 Yıllık)",94.125,403.92005
200211395,ATILIM ÜNİVERSİTESİ (ANKARA),"İŞLETME FAKÜLTESİ
Maliye (Burslu)
(4 Yıllık)",94.157,362.15632
105910146,KAFKAS ÜNİVERSİTESİ (KARS),"FEN-EDEBİYAT FAKÜLTESİ
Rus Dili ve Edebiyatı
(4 Yıllık)",94.276,250.83767
203111651,İSTANBUL MEDİPOL ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",94.293,362.09818
107010194,NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA),"AHMET KELEŞOĞLU EĞİTİM FAKÜLTESİ
Türk Dili ve Edebiyatı Öğretmenliği
(4 Yıllık)",94.327,334.7979
111710157,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,"EDEBİYAT FAKÜLTESİ
Sanat Tarihi
(4 Yıllık)",94.336,334.79517
200210661,ATILIM ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Enerji Sistemleri Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",94.358,403.73982
107590293,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ (İSTANBUL),"MİMARLIK FAKÜLTESİ
Endüstriyel Tasarım
(4 Yıllık)",94.456,403.65101
103910046,FIRAT ÜNİVERSİTESİ (ELAZIĞ),"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",94.501,362.00873
106510041,ABDULLAH GÜL ÜNİVERSİTESİ (KAYSERİ),"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği (İngilizce)
(4 Yıllık)",94.595,403.5398
101510471,BALIKESİR ÜNİVERSİTESİ,"VETERİNER FAKÜLTESİ
Veteriner
(5 Yıllık)",94.733,403.41182
300112093,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"MÜHENDİSLİK FAKÜLTESİ
İşletme Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",94.751,403.40036
204890167,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"UYGULAMALI BİLİMLER FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (İngilizce) (%50 İndirimli)
(4 Yıllık)",94.858,334.61486
101600108,BARTIN ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Arapça Mütercim ve Tercümanlık (Arapça)
(4 Yıllık)",94.915,249.68934
103110866,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"GÜZEL SANATLAR FAKÜLTESİ
Kurgu, Ses ve Görüntü Yönetimi
(4 Yıllık)",94.925,334.59137
103910637,FIRAT ÜNİVERSİTESİ (ELAZIĞ),"TEKNOLOJİ FAKÜLTESİ
Yazılım Mühendisliği (İngilizce) (UOLP-Sam Houston State) (Ücretli)
(4 Yıllık)",94.955,403.24762
106910161,KOCAELİ ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Türk Dili ve Edebiyatı
(4 Yıllık)",94.994,334.56561
103510086,ERCİYES ÜNİVERSİTESİ (KAYSERİ),"EĞİTİM FAKÜLTESİ
Sosyal Bilgiler Öğretmenliği
(4 Yıllık)",95.115,334.52364
102910191,ÇUKUROVA ÜNİVERSİTESİ (ADANA),"FEN-EDEBİYAT FAKÜLTESİ
Türk Dili ve Edebiyatı
(4 Yıllık)",95.173,334.5075
112771169,SAMSUN ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Psikoloji
(4 Yıllık)",95.210,361.70727
209310404,İSTANBUL ATLAS ÜNİVERSİTESİ,"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce) (Burslu)
(4 Yıllık)",95.216,361.70362
202511641,İSTANBUL BİLGİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Matematik (İngilizce) (Burslu)
(4 Yıllık)",95.216,403.03532
206111978,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk (%50 İndirimli)
(4 Yıllık)",95.271,361.67417
210000584,MUDANYA ÜNİVERSİTESİ (BURSA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi (Burslu)
(4 Yıllık)",95.290,402.9819
201610627,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (Burslu)
(4 Yıllık)",95.299,361.65982
205090143,İSTANBUL TOPKAPI ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce) (Burslu)
(4 Yıllık)",95.326,361.64947
201910157,HALİÇ ÜNİVERSİTESİ (İSTANBUL),"İŞLETME FAKÜLTESİ
İşletme (İngilizce) (Burslu)
(4 Yıllık)",95.431,361.61061
204950406,PİRİ REİS ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Lojistik Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",95.553,361.55528
101190216,ANKARA ÜNİVERSİTESİ,"DİL VE TARİH COĞRAFYA FAKÜLTESİ
Ermeni Dili ve Kültürü (Ermenice)
(4 Yıllık)",95.554,248.67284
100710445,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"İLETİŞİM FAKÜLTESİ
Gazetecilik
(4 Yıllık)",95.569,334.37112
203790194,KADİR HAS ÜNİVERSİTESİ (İSTANBUL),"SANAT VE TASARIM FAKÜLTESİ
Endüstriyel Tasarım (İngilizce) (Burslu)
(4 Yıllık)",95.680,402.64177
203090139,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (Ücretli)
(4 Yıllık)",95.686,248.44881
205710598,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),"İŞLETME FAKÜLTESİ
Lojistik Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",95.771,361.45653
202511729,İSTANBUL BİLGİ ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
İnşaat Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",95.781,402.56984
206290219,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,"ECZACILIK FAKÜLTESİ
Eczacılık (%25 İndirimli)
(5 Yıllık)",95.796,402.55457
106910152,KOCAELİ ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Tarih
(4 Yıllık)",95.808,334.28482
105390426,İNÖNÜ ÜNİVERSİTESİ (MALATYA),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi
(4 Yıllık)",96.023,402.36734
106010407,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",96.125,361.30174
209010076,FENERBAHÇE ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (Burslu)
(4 Yıllık)",96.137,361.29909
107090209,NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA),"SOSYAL VE BEŞERİ BİLİMLER FAKÜLTESİ
Psikoloji
(4 Yıllık)",96.144,361.29633
208450725,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
İşletme (İngilizce) (Burslu)
(4 Yıllık)",96.206,361.26779
206100696,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Fizik (İngilizce) (Burslu)
(4 Yıllık)",96.229,402.21269
200590229,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"ECZACILIK FAKÜLTESİ
Eczacılık (İngilizce) (%50 İndirimli)
(5 Yıllık)",96.230,402.21143
108010252,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",96.240,361.25377
102410036,BURSA TEKNİK ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Mekatronik Mühendisliği
(4 Yıllık)",96.250,402.1977
111310597,KONYA TEKNİK ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Elektrik-Elektronik Mühendisliği
(4 Yıllık)",96.291,402.1745
201200395,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Yazılım Mühendisliği (Burslu)
(4 Yıllık)",96.293,402.17306
108810068,SAKARYA ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Sınıf Öğretmenliği
(4 Yıllık)",96.417,361.18541
203910566,KOÇ ÜNİVERSİTESİ (İSTANBUL),"FEN FAKÜLTESİ
Moleküler Biyoloji ve Genetik (İngilizce) (%50 İndirimli)
(4 Yıllık)",96.437,402.06354
210402131,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce) (Burslu)
(4 Yıllık)",96.452,361.1716
102510335,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,"HASAN FERDİ TURGUTLU TEKNOLOJİ FAKÜLTESİ
Yazılım Mühendisliği
(4 Yıllık)",96.505,402.00577
300390698,LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE),"FEN VE EDEBİYAT FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (%50 İndirimli)
(4 Yıllık)",96.574,246.98938
112572518,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,"TURİZM FAKÜLTESİ (Eğirdir)
Gastronomi ve Mutfak Sanatları
(4 Yıllık)",96.576,334.01485
206410650,ANTALYA BİLİM ÜNİVERSİTESİ,"HUKUK FAKÜLTESİ
Hukuk (%50 İndirimli)
(4 Yıllık)",96.619,361.08457
102790219,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Kimya Mühendisliği
(4 Yıllık)",96.620,401.91013
101010282,ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İktisat (İngilizce)
(4 Yıllık)",96.628,361.07979
102910331,ÇUKUROVA ÜNİVERSİTESİ (ADANA),"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği (İngilizce)
(4 Yıllık)",96.632,401.90164
207610151,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık (Burslu)
(4 Yıllık)",96.836,360.98367
200210776,ATILIM ÜNİVERSİTESİ (ANKARA),"İŞLETME FAKÜLTESİ
Uluslararası Ticaret ve Lojistik (İngilizce) (Burslu)
(4 Yıllık)",96.842,360.98131
202390941,İSTANBUL AREL ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Endüstri Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",96.852,401.70933
201610848,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (%25 İndirimli)
(4 Yıllık)",96.860,246.50442
104410206,GEBZE TEKNİK ÜNİVERSİTESİ,"TEMEL BİLİMLER FAKÜLTESİ
Kimya (İngilizce)
(4 Yıllık)",97.068,401.54052
112070712,TARSUS ÜNİVERSİTESİ (MERSİN),"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi
(4 Yıllık)",97.118,401.5019
105810023,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,"FEN FAKÜLTESİ
Kimya (İngilizce)
(4 Yıllık)",97.297,401.36797
108610264,PAMUKKALE ÜNİVERSİTESİ (DENİZLİ),"MÜHENDİSLİK FAKÜLTESİ
Endüstri Mühendisliği
(4 Yıllık)",97.317,401.35432
109710736,BURSA ULUDAĞ ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Coğrafya
(4 Yıllık)",97.324,333.75275
300111438,DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği-Elt (İngilizce) (%50 İndirimli)
(4 Yıllık)",97.462,245.58742
106910319,KOCAELİ ÜNİVERSİTESİ,"MÜHENDİSLİK FAKÜLTESİ
Elektrik Mühendisliği
(4 Yıllık)",97.467,401.24149
108210823,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),"MÜHENDİSLİK FAKÜLTESİ
Endüstri Mühendisliği
(4 Yıllık)",97.526,401.19377
202210442,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,"MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ
Bilgisayar Mühendisliği (Burslu)
(4 Yıllık)",97.585,401.14577
102210029,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM FAKÜLTESİ
Fen Bilgisi Öğretmenliği (İngilizce)
(4 Yıllık)",97.610,401.13072
209310042,İSTANBUL ATLAS ÜNİVERSİTESİ,"SAĞLIK BİLİMLERİ FAKÜLTESİ
Dil ve Konuşma Terapisi (Burslu)
(4 Yıllık)",97.756,400.99693
